,腹,industry_id,LEVEL_111,E1,E9,E10,E17,Q4,Q7,Q11,Q15,Q3,Q13,S12,S2,S9,S21,esg_out,Q20,Q18,Q23,Q24,Q27,Q29,Q31,G6,G19,Q34_2,Q43,Q35_2,E_score,S_score,G_score,ESG_score,E1_topic_score,E2_topic_score,E3_topic_score,E4_topic_score,E5_topic_score,S1_topic_score,S2_topic_score,S3_topic_score,S4_topic_score,S5_topic_score,G1_topic_score,G2_topic_score,G3_topic_score,G4_topic_score,ESG_rating,ネ玻(じ),綪ゑ瞯,綪ゑ,ネ玻(じ),market_share,total_market_value
160,1560,18,B+,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,3,3,1.0,0.0,0.0,2.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,2.8,4.4,3.5,3.452,0.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,4182178.0,38.53,綪ゑㄒ禬筁30%~40%,20货~50货,0.0005449629978348344,7674242135
297,4989,18,B+,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,3.2,2.25,2.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,4.0,C,4125748.0,89.73,綪ゑㄒ禬筁50%,20货~50货,0.0005376098287521651,7674242135
165,2316,18,B,1.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,3,1,1.0,2.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,2.8,4.8,4.5,3.912,4.0,5.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,A+,4114000.0,86.64,綪ゑㄒ禬筁50%,20货~50货,0.0005360789935513287,7674242135
246,3058,18,C,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,3,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,3.0,2.0,4.4,3.5,3.14,0.0,5.0,0.0,0.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B,3969618.0,84.62,綪ゑㄒ禬筁50%,20货~50货,0.0005172651488145936,7674242135
352,6719,18,C,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3,1,1.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.4,2.8,3.25,2.806,4.0,3.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,3882634.0,83.11,綪ゑㄒ禬筁50%,20货~50货,0.0005059306093943047,7674242135
218,2478,18,B,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,2.4,3.2,2.25,2.546,0.0,3.0,4.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,4.0,C,3875939.0,81.36,綪ゑㄒ禬筁50%,20货~50货,0.0005050582105460242,7674242135
221,2486,18,C,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,4.0,2.0,0.0,4.0,3.0,3.0,2.0,4.8,2.5,2.88,0.0,5.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,0.0,B-,3834722.0,82.32,綪ゑㄒ禬筁50%,20货~50货,0.0004996873870464605,7674242135
193,2417,18,B+,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,3.6,3.25,2.85,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,4.0,0.0,4.0,B-,3751086.0,85.79,綪ゑㄒ禬筁50%,20货~50货,0.0004887891122033251,7674242135
192,2413,18,B,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,2,2.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.6,4.8,3.5,3.084,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,B,3618180.0,72.88,綪ゑㄒ禬筁50%,20货~50货,0.0004714706594281834,7674242135
268,3550,18,B-,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,2.0,1.0,0.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.8,4.0,2.25,2.902,4.0,5.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,0.0,0.0,4.0,B,3612857.0,97.66,綪ゑㄒ禬筁50%,20货~50货,0.0004707770404484377,7674242135
233,3026,18,B,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,2.0,0.0,2.0,4.0,1.0,3.0,0.0,4.2,3.5,2.31,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,0.0,4.0,C,3514406.0,85.02,綪ゑㄒ禬筁50%,20货~50货,0.00045794828182079507,7674242135
187,2401,18,B+,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,3,1.0,0.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,3.0,3.2,4.4,3.25,3.518,4.0,3.0,4.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,0.0,4.0,A,3471047.0,60.66,綪ゑㄒ禬筁50%,20货~50货,0.0004522983428121922,7674242135
189,2406,18,B+,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1,1,2.0,2.0,0.0,2.0,1.0,0.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,4.0,1.0,3.0,2.2,4.6,4.75,3.718,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,4.0,A,3449438.0,62.93,綪ゑㄒ禬筁50%,20货~50货,0.00044948255988276815,7674242135
247,3092,18,A,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0,2.0,2.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,4.0,0.0,2.0,3.0,1.0,3.0,2.2,5.0,3.5,3.3680000000000003,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,B+,3175381.0,97.57,綪ゑㄒ禬筁50%,20货~50货,0.0004137712811429294,7674242135
318,6202,18,A,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,3,3,1.0,0.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,3.0,2.6,4.4,3.5,3.374,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,B+,3079712.0,87.71,綪ゑㄒ禬筁50%,20货~50货,0.0004013050338813684,7674242135
172,2340,18,B+,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,3,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,0.0,1.0,1.0,3.0,4.6,4.4,2.25,3.704,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,4.0,A,2955283.0,69.66,綪ゑㄒ禬筁50%,20货~50货,0.00038509118529396,7674242135
331,6288,18,A,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4,1,2.0,1.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,4.4,3.25,3.05,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,0.0,4.0,4.0,B,2951181.0,93.81,綪ゑㄒ禬筁50%,20货~50货,0.0003845566699727282,7674242135
343,6531,18,B+,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.8,3.2,3.25,2.672,0.0,4.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,2941694.0,89.2,綪ゑㄒ禬筁50%,20货~50货,0.00038332045669809973,7674242135
264,3530,18,B-,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,1,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,3.2,4.8,2.25,3.2580000000000005,4.0,3.0,4.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,B+,2927414.0,91.59,綪ゑㄒ禬筁50%,20货~50货,0.00038145968663783893,7674242135
280,3669,18,B+,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,1,1,2.0,0.0,0.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,3.0,2.6,4.6,3.5,3.4239999999999995,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,2920848.0,85.55,綪ゑㄒ禬筁50%,20货~50货,0.0003806040972669935,7674242135
364,8103,18,A,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,3.0,0.0,2.0,1.0,4.0,3.0,2.6,4.4,2.5,3.014,3.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,0.0,B,2860089.0,94.56,綪ゑㄒ禬筁50%,20货~50货,0.0003726868333950477,7674242135
340,6477,18,A,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1,3,0.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,1.4,4.4,2.25,2.456,0.0,3.0,4.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,0.0,0.0,4.0,C,2789391.0,0.07,綪ゑㄒ禬筁0%~10%,20货~50货,0.0003634744579244371,7674242135
372,8261,18,B,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,2.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.6,4.6,3.5,3.034,0.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,B,2731083.0,70.97,綪ゑㄒ禬筁50%,20货~50货,0.0003558765741237587,7674242135
301,5269,18,B+,1.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,4,3,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,2.4,4.4,3.5,3.2960000000000003,0.0,3.0,4.0,0.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,2701555.0,91.15,綪ゑㄒ禬筁50%,20货~50货,0.00035202889776946033,7674242135
351,6715,18,B,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1,4,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.4,3.8,3.25,3.056,4.0,3.0,0.0,0.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,B,2574478.0,89.94,綪ゑㄒ禬筁50%,20货~50货,0.00033546999882353855,7674242135
341,6515,18,B-,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,1.0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,4.0,1.0,3.0,2.0,5.0,2.25,2.8400000000000003,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,B-,2571928.0,75.93,綪ゑㄒ禬筁50%,20货~50货,0.00033513771845563483,7674242135
310,6141,18,B-,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,4.0,1.0,1.0,4.0,2.0,0.0,4.0,1.0,3.0,1.6,4.8,3.5,3.084,0.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,B,2529637.0,19.94,綪ゑㄒ禬筁10%~20%,20货~50货,0.0003296269462834717,7674242135
205,2440,18,C,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1,4,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,3.0,3.8,4.2,1.25,2.982,4.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,0.0,B,2454482.0,99.89,綪ゑㄒ禬筁50%,20货~50货,0.0003198337968521761,7674242135
296,4968,18,B+,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1,1,1.0,2.0,2.0,-2147483648.0,1.0,0.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,3.8,3.5,2.99,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,B,2396352.0,50.64,綪ゑㄒ禬筁50%,20货~50货,0.0003122591075242376,7674242135
317,6197,18,C,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,3.2,2.25,2.39,0.0,5.0,0.0,0.0,5.0,0.0,5.0,4.0,4.0,3.0,5.0,0.0,0.0,4.0,C,2368807.0,86.19,綪ゑㄒ禬筁50%,20货~50货,0.00030866982802074433,7674242135
345,6552,18,B,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1,3,1.0,0.0,0.0,2.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,2.4,4.0,3.5,3.196,4.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B+,2345100.0,45.29,綪ゑㄒ禬筁40%~50%,20货~50货,0.00030558066304745284,7674242135
289,4943,18,B-,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,3,2.0,0.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,1.0,,3.0,1.0,1.0,1.25,1.09,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,C-,2261479.0,100.0,綪ゑㄒ禬筁50%,20货~50货,0.0002946843427947169,7674242135
227,3014,18,B-,1.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,1,3,1.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,4.6,4.2,2.25,3.654,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,0.0,0.0,4.0,A,2260481.0,22.29,綪ゑㄒ禬筁20%~30%,20货~50货,0.0002945542973801412,7674242135
360,8028,18,B,1.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,1,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,3.2,3.2,3.5,3.308,3.0,4.0,4.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B+,2250587.0,12.95,綪ゑㄒ禬筁10%~20%,20货~50货,0.0002932650495526748,7674242135
257,3338,18,B-,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,1.6,4.8,3.5,3.084,0.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,B,2205278.0,96.65,綪ゑㄒ禬筁50%,20货~50货,0.0002873610137921456,7674242135
213,2460,18,B-,1.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1,1,1.0,0.0,2.0,-2147483648.0,1.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,1.0,1.0,3.0,3.6,3.8,2.25,3.164,4.0,5.0,4.0,0.0,5.0,0.0,5.0,5.0,5.0,4.0,5.0,0.0,0.0,4.0,B,2203046.0,92.59,綪ゑㄒ禬筁50%,20货~50货,0.0002870701707407099,7674242135
260,3437,18,B,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,2.4,3.0,3.5,2.946,4.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B,2179541.0,94.53,綪ゑㄒ禬筁50%,20货~50货,0.0002840073275847974,7674242135
304,5471,18,A,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,3.0,2.6,2.8,3.25,2.884,4.0,4.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,4.0,0.0,4.0,B-,2132500.0,69.01,綪ゑㄒ禬筁50%,20货~50货,0.00027787760178614695,7674242135
245,3051,18,B-,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,1.6,2.8,2.25,2.134,0.0,3.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,4.0,C,2125012.0,92.24,綪ゑㄒ禬筁50%,20货~50货,0.00027690187025874964,7674242135
321,6224,18,B,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,4.0,1.0,3.0,4.0,0.0,2.0,1.0,1.0,3.0,2.0,4.6,3.5,3.19,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,2107683.0,91.38,綪ゑㄒ禬筁50%,20货~50货,0.0002746437971232973,7674242135
287,4934,18,C,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1,1,2.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,3.4,4.2,3.5,3.636,4.0,3.0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,A,2072976.0,95.35,綪ゑㄒ禬筁50%,20货~50货,0.00027012126585708777,7674242135
253,3296,18,C,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,3.0,2.0,4.6,3.5,3.19,0.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B+,2037652.0,100.0,綪ゑㄒ禬筁50%,20货~50货,0.0002655183357724482,7674242135
337,6449,18,B-,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,1,1,2.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,3.0,3.8,4.4,3.5,3.842,4.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,A+,2005171.0,95.05,綪ゑㄒ禬筁50%,20货~50货,0.00026128586572151465,7674242135
231,3021,18,B+,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4,3,2.0,0.0,0.0,-2147483648.0,1.0,0.0,4.0,3.0,3.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,1.6,3.6,3.5,2.784,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B-,1977948.0,58.66,綪ゑㄒ禬筁50%,10货~20货,0.0002577385447585959,7674242135
299,5234,18,B+,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,2.0,-2147483648.0,1.0,0.0,1.0,3.0,3.0,1.0,4.0,1.0,2.0,0.0,4.0,1.0,3.0,1.6,4.0,3.5,2.8840000000000003,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,B-,1871943.0,41.94,綪ゑㄒ禬筁40%~50%,10货~20货,0.00024392545440579848,7674242135
197,2425,18,B-,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,4.5,3.15,0.0,5.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,4.0,5.0,4.0,B,1871415.0,99.85,綪ゑㄒ禬筁50%,10货~20货,0.0002438566528237384,7674242135
298,5215,18,C,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,4.0,0.0,1.0,4.0,1.0,3.0,1.6,4.0,3.25,2.794,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,4.0,B-,1834079.0,99.92,綪ゑㄒ禬筁50%,10货~20货,0.00023899154701352148,7674242135
198,2426,18,B,1.0,2.0,0.0,2.0,2.0,0.0,0.0,2.0,1,4,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,3.0,0.0,2.0,3.0,1.0,3.0,3.4,4.0,3.5,3.5860000000000003,4.0,3.0,0.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,A,1803533.0,73.62,綪ゑㄒ禬筁50%,10货~20货,0.00023501121912411485,7674242135
365,8104,18,C,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,4.0,0.0,1.0,1.0,1.0,3.0,2.8,4.0,3.25,3.262,4.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,4.0,B+,1682450.0,59.87,綪ゑㄒ禬筁50%,10货~20货,0.00021923337450180676,7674242135
290,4952,18,B+,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,2.0,1.0,3.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,3.0,3.4,3.6,2.25,3.036,3.0,0.0,4.0,5.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,4.0,B,1639847.0,58.08,綪ゑㄒ禬筁50%,10货~20货,0.00021368194684933536,7674242135
244,3049,18,B,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1,3,2.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.4,3.8,3.5,2.756,4.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,4.0,B-,1633086.0,86.1,綪ゑㄒ禬筁50%,10货~20货,0.00021280094780329732,7674242135
220,2484,18,B+,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,3,1.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.4,4.2,2.25,2.796,4.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,4.0,0.0,0.0,B-,1627931.0,87.61,綪ゑㄒ禬筁50%,10货~20货,0.0002121292202360253,7674242135
276,3645,18,B-,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,1.8,3.8,3.5,2.912,0.0,4.0,0.0,0.0,5.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B,1593000.0,55.98,綪ゑㄒ禬筁50%,10货~20货,0.0002075775004198509,7674242135
314,6168,18,B,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,3.0,2.0,3.4,2.25,2.44,0.0,5.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,5.0,5.0,0.0,0.0,4.0,C,1590984.0,70.49,綪ゑㄒ禬筁50%,10货~20货,0.00020731480347016703,7674242135
256,3321,18,C,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,3,2.0,0.0,0.0,-2147483648.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,0.0,1.0,3.0,1.0,3.0,1.6,3.4,3.25,2.644,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,5.0,5.0,4.0,0.0,4.0,B-,1579042.0,76.4,綪ゑㄒ禬筁50%,10货~20货,0.0002057586889001646,7674242135
194,2420,18,B,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1,1,2.0,2.0,2.0,0.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,4.0,2.0,0.0,1.0,1.0,3.0,2.6,5.0,3.5,3.524,3.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,5.0,4.0,A,1573830.0,74.48,綪ゑㄒ禬筁50%,10货~20货,0.00020507953388937473,7674242135
249,3149,18,B-,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,3.0,1.6,3.0,3.5,2.6340000000000003,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,1553886.0,75.29,綪ゑㄒ禬筁50%,10货~20货,0.00020248071049428778,7674242135
