,腹,industry_id,LEVEL_111,E1,E9,E10,E17,Q4,Q7,Q11,Q15,Q3,Q13,S12,S2,S9,S21,esg_out,Q20,Q18,Q23,Q24,Q27,Q29,Q31,G6,G19,Q34_2,Q43,Q35_2,E_score,S_score,G_score,ESG_score,E1_topic_score,E2_topic_score,E3_topic_score,E4_topic_score,E5_topic_score,S1_topic_score,S2_topic_score,S3_topic_score,S4_topic_score,S5_topic_score,G1_topic_score,G2_topic_score,G3_topic_score,G4_topic_score,ESG_rating,ネ玻(じ),綪ゑ瞯,綪ゑ,ネ玻(じ),market_share,total_market_value
486,2483,17,B-,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,3.0,3.2,2.8,2.25,2.758,4.0,3.0,4.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,0.0,0.0,4.0,B-,2013802.0,76.4,綪ゑㄒ禬筁50%,20货~50货,0.001199445168116654,1678944610
487,3311,17,B,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.2,3.5,2.84,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,1967352.0,74.44,綪ゑㄒ禬筁50%,10货~20货,0.0011717789784619517,1678944610
491,4545,17,B+,1.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,3.0,2.4,3.6,3.25,3.006,4.0,3.0,0.0,0.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,0.0,4.0,B,1748625.0,85.76,綪ゑㄒ禬筁50%,10货~20货,0.0010415024948321552,1678944610
495,4999,17,C-,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,2.25,1.95,0.0,0.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,3.0,5.0,0.0,0.0,4.0,C-,1690520.0,98.43,綪ゑㄒ禬筁50%,10货~20货,0.001006894444242565,1678944610
492,4564,17,B,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,4,3,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,3.2,3.5,2.684,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,1504563.0,89.89,綪ゑㄒ禬筁50%,10货~20货,0.0008961361744983356,1678944610
497,5284,17,C,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,2.0,4.0,1.0,3.0,1.8,3.8,3.5,2.912,4.0,0.0,0.0,0.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,0.0,4.0,B,1142338.0,45.12,綪ゑㄒ禬筁40%~50%,10货~20货,0.0006803905222340837,1678944610
501,9907,17,B+,0.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,4.0,1.0,3.0,4.0,3.2,3.5,3.62,3.0,3.0,4.0,5.0,5.0,0.0,5.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,A,35654.0,90.68,綪ゑㄒ禬筁50%,1货,2.1235959654440297e-05,1678944610
169,2330,18,A+,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,3,1,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,2.8,4.6,3.5,3.502,3.0,3.0,3.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,A,854900000.0,90.34,綪ゑㄒ禬筁50%,1000货,0.1113986221650537,7674242135
163,2308,18,A+,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,3,3,1.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.6,3.8,4.25,3.104,0.0,5.0,3.0,0.0,0.0,5.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,B,337332326.0,95.07,綪ゑㄒ禬筁50%,1000货,0.04395643505454757,7674242135
209,2454,18,A,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,1.0,0.0,2.0,-2147483648.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.4,3.6,3.5,3.096,0.0,3.0,4.0,0.0,5.0,0.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,4.0,B,255258616.0,93.84,綪ゑㄒ禬筁50%,1000货,0.033261736013754276,7674242135
262,3481,18,B+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,3.8,3.5,2.834,0.0,3.0,0.0,0.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,231000000.0,77.09,綪ゑㄒ禬筁50%,1000货,0.030100692151277815,7674242135
191,2409,18,A,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,3,3,1.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.8,3.6,3.5,3.642,4.0,5.0,0.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,A,202800000.0,69.0,綪ゑㄒ禬筁50%,1000货,0.0264260622003426,7674242135
292,4958,18,A+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,2.0,0.0,,,,,,,0.0,2.0,4.0,,3.0,1.6,1.0,2.5,1.774,0.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,2.0,5.0,5.0,0.0,0.0,C-,170532199.0,79.75,綪ゑㄒ禬筁50%,1000货,0.022221373263980288,7674242135
162,2303,18,A+,1.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,4,3,0.0,2.0,2.0,0.0,2.0,1.0,2.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,4.0,2.0,3.0,3.2,4.8,4.5,4.0680000000000005,0.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,A+,147564890.0,68.25,綪ゑㄒ禬筁50%,1000货,0.01922859448583192,7674242135
339,6456,18,A,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1,4,1.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,4.0,1.0,0.0,2.0,4.0,1.0,3.0,3.2,3.8,3.5,3.458,4.0,3.0,4.0,0.0,5.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,4.0,B+,110510932.0,99.92,綪ゑㄒ禬筁50%,1000货,0.014400240447977473,7674242135
185,2392,18,B+,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,3,1,2.0,0.0,0.0,2.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,4.0,0.0,0.0,4.0,1.0,3.0,2.8,4.6,2.25,3.052,4.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,4.0,B,103121599.0,84.39,綪ゑㄒ禬筁50%,1000货,0.013437365825309602,7674242135
190,2408,18,A+,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,3,3,0.0,0.0,0.0,-2147483648.0,2.0,0.0,1.0,3.0,4.0,1.0,4.0,1.0,0.0,2.0,1.0,1.0,3.0,3.8,3.6,3.5,3.642,3.0,3.0,3.0,5.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,A,79536749.0,73.79,綪ゑㄒ禬筁50%,500货~1000货,0.010364117733170794,7674242135
329,6278,18,B,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,3,1,2.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,4.2,4.0,2.25,3.448,4.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,0.0,0.0,4.0,B+,74102637.0,91.49,綪ゑㄒ禬筁50%,500货~1000货,0.009656020190194325,7674242135
238,3037,18,A,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,1.0,2.0,2.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,4.6,3.5,3.034,0.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,4.0,B,72993798.0,75.8,綪ゑㄒ禬筁50%,500货~1000货,0.009511531785933152,7674242135
281,3673,18,B,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,2.0,0.0,0.0,-2147483648.0,1.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,4.0,1.0,3.0,2.4,3.2,3.25,2.906,0.0,3.0,4.0,0.0,5.0,0.0,5.0,4.0,3.0,4.0,5.0,4.0,0.0,4.0,B,66225924.0,99.25,綪ゑㄒ禬筁50%,500货~1000货,0.008629637016268057,7674242135
164,2313,18,B+,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,2.0,2.0,0.0,-2147483648.0,2.0,0.0,4.0,3.0,4.0,2.0,1.0,2.0,2.0,0.0,4.0,1.0,3.0,2.0,3.8,3.5,2.99,0.0,5.0,0.0,0.0,5.0,0.0,5.0,5.0,4.0,5.0,5.0,0.0,5.0,4.0,B,65249726.0,97.48,綪ゑㄒ禬筁50%,500货~1000货,0.00850243253368497,7674242135
166,2327,18,B+,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1,3,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.4,4.4,4.25,3.176,4.0,3.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,B+,64457000.0,99.18,綪ゑㄒ禬筁50%,500货~1000货,0.008399135558419542,7674242135
324,6239,18,A+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,4,1.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,4.0,4.0,0.0,2.0,4.0,1.0,3.0,1.6,4.0,3.5,2.8840000000000003,0.0,3.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,0.0,4.0,B-,61068070.0,70.07,綪ゑㄒ禬筁50%,500货~1000货,0.007957537555596035,7674242135
362,8046,18,B+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,0.0,2.0,1.0,1.0,3.0,1.6,4.4,3.5,2.984,0.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B,60479018.0,55.52,綪ゑㄒ禬筁50%,500货~1000货,0.007880780529998225,7674242135
182,2379,18,A,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1,1,2.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.4,3.2,4.5,2.966,0.0,3.0,4.0,0.0,0.0,0.0,5.0,3.0,5.0,3.0,5.0,5.0,4.0,4.0,B,57609463.0,56.72,綪ゑㄒ禬筁50%,500货~1000货,0.007506860219755107,7674242135
236,3034,18,A,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,4.2,3.5,2.7,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,57082346.0,68.8,綪ゑㄒ禬筁50%,500货~1000货,0.007438173697916556,7674242135
243,3044,18,A+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1,1,2.0,0.0,0.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,3.0,2.6,4.0,3.5,3.274,0.0,3.0,0.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,5.0,0.0,4.0,B+,56226938.0,90.82,綪ゑㄒ禬筁50%,500货~1000货,0.007326708880289975,7674242135
174,2344,18,A,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,3,3,1.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,4.0,3.0,0.0,2.0,4.0,2.0,3.0,1.6,4.8,3.75,3.174,0.0,3.0,0.0,0.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,5.0,B,51674015.0,84.28,綪ゑㄒ禬筁50%,500货~1000货,0.006733435574612606,7674242135
230,3017,18,A,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,3.0,1.6,3.4,4.75,3.184,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,B+,51131840.0,92.47,綪ゑㄒ禬筁50%,500货~1000货,0.006662786904625078,7674242135
279,3665,18,B+,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1,3,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,4.0,4.0,3.0,1.8,4.4,2.5,2.702,0.0,0.0,4.0,0.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,0.0,B-,51123556.0,100.0,綪ゑㄒ禬筁50%,500货~1000货,0.006661707449500484,7674242135
303,5469,18,B+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,1.0,-2147483648.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,3.0,1.6,3.4,4.5,3.0940000000000003,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,B,40273430.0,89.28,綪ゑㄒ禬筁50%,200货~500货,0.005247870642017474,7674242135
250,3189,18,A,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,1,3,2.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,0.0,2.0,3.0,1.0,3.0,3.2,4.2,3.5,3.558,3.0,3.0,0.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,A,37934062.0,69.19,綪ゑㄒ禬筁50%,200货~500货,0.004943036893114658,7674242135
354,6770,18,B+,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,4.0,1.0,3.0,1.6,3.4,3.25,2.644,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,4.0,5.0,4.0,0.0,4.0,B-,36794873.0,29.55,綪ゑㄒ禬筁20%~30%,200货~500货,0.004794593700945299,7674242135
315,6176,18,A+,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,1.0,4.2,3.5,2.7,0.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,0.0,4.0,B-,33423344.0,93.86,綪ゑㄒ禬筁50%,200货~500货,0.004355263153291162,7674242135
334,6412,18,A,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,1.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,2.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,3.0,1.8,4.4,3.5,3.0620000000000003,0.0,0.0,4.0,0.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,0.0,4.0,B,32898792.0,98.23,綪ゑㄒ禬筁50%,200货~500货,0.004286910866410915,7674242135
327,6269,18,B,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,4.0,1.0,3.0,1.6,4.6,3.5,3.034,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B,32700263.0,96.6,綪ゑㄒ禬筁50%,200货~500货,0.004261041341250304,7674242135
183,2383,18,A,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1,2,2.0,0.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,2.0,4.4,3.5,3.14,0.0,0.0,0.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,0.0,4.0,B,29566589.0,20.1,綪ゑㄒ禬筁20%~30%,200货~500货,0.003852704733559987,7674242135
320,6213,18,B+,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,2.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,1.8,4.2,3.5,3.0120000000000005,0.0,0.0,4.0,0.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,B,28345575.0,97.01,綪ゑㄒ禬筁50%,200货~500货,0.003693599250761717,7674242135
285,4919,18,A,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,2.0,2.0,0.0,4.0,3.0,4.0,4.0,3.0,4.0,0.0,0.0,4.0,1.0,3.0,1.6,5.0,2.25,2.684,0.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,B-,28142912.0,85.06,綪ゑㄒ禬筁50%,200货~500货,0.003667191040487023,7674242135
222,2492,18,B,1.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,1.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,4.8,4.75,3.69,0.0,5.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,A,27633929.0,90.55,綪ゑㄒ禬筁50%,200货~500货,0.003600867488135361,7674242135
207,2449,18,A,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,1.0,3.0,1.6,4.0,3.5,2.8840000000000003,0.0,3.0,0.0,0.0,5.0,4.0,5.0,3.0,5.0,3.0,5.0,0.0,5.0,4.0,B-,26481567.0,53.96,綪ゑㄒ禬筁50%,200货~500货,0.003450707774677219,7674242135
179,2368,18,B+,1.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,3,2,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,0.0,2.0,1.0,3.0,3.0,4.2,3.8,2.5,3.488,4.0,3.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,5.0,0.0,0.0,B+,25468406.0,,,200货~500货,0.0033186867904318475,7674242135
284,3714,18,B+,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,1.0,3.0,2.0,2.8,4.75,3.19,0.0,5.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,B+,24319018.0,92.18,綪ゑㄒ禬筁50%,200货~500货,0.0031689146070969,7674242135
232,3023,18,B+,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,1,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,4.0,0.0,2.0,4.0,4.0,3.0,0.6,4.0,2.5,2.134,0.0,3.0,0.0,0.0,0.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,0.0,0.0,C,24202377.0,91.86,綪ゑㄒ禬筁50%,200货~500货,0.0031537155818448775,7674242135
333,6409,18,B+,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1,4,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,1.0,2.8,3.5,2.35,0.0,0.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,C,22966218.0,95.8,綪ゑㄒ禬筁50%,200货~500货,0.0029926366142733127,7674242135
170,2337,18,A+,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1,1,0.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,3.6,4.4,5.0,4.304,3.0,5.0,0.0,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,A+,21306321.0,80.77,綪ゑㄒ禬筁50%,200货~500货,0.002776342031590068,7674242135
167,2328,18,B-,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1,1,0.0,2.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,3.0,2.8,5.0,2.25,3.152,4.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,4.0,B,19959852.0,98.88,綪ゑㄒ禬筁50%,100货~200货,0.0026008890062210683,7674242135
330,6282,18,A,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0,3.0,2.4,3.8,3.25,3.056,3.0,4.0,0.0,0.0,5.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,0.0,4.0,B,19900779.0,78.5,綪ゑㄒ禬筁50%,100货~200货,0.002593191438310019,7674242135
369,8150,18,A+,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,1.0,3.4,3.5,2.5,0.0,0.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,C,18491604.0,20.61,綪ゑㄒ禬筁20%~30%,100货~200货,0.002409567443235227,7674242135
370,8213,18,B,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.8,4.0,3.5,3.3519999999999994,0.0,5.0,4.0,0.0,5.0,5.0,5.0,4.0,3.0,3.0,5.0,0.0,5.0,4.0,B+,18125602.0,88.5,綪ゑㄒ禬筁50%,100货~200货,0.0023618751768769933,7674242135
316,6191,18,C,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1,1,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,2.2,3.0,3.25,2.778,4.0,3.0,4.0,0.0,0.0,0.0,5.0,3.0,3.0,4.0,5.0,4.0,0.0,4.0,B-,17806396.0,100.0,綪ゑㄒ禬筁50%,100货~200货,0.002320280711340886,7674242135
286,4927,18,B-,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3,3,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,1.6,3.2,3.5,2.684,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,3.0,5.0,5.0,0.0,4.0,B-,17402440.0,83.99,綪ゑㄒ禬筁50%,100货~200货,0.0022676428100479786,7674242135
261,3443,18,B+,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,2.0,0.0,1.0,3.0,2.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,3.0,1.6,3.4,3.5,2.734,0.0,3.0,0.0,0.0,5.0,0.0,5.0,4.0,3.0,5.0,5.0,5.0,0.0,4.0,B-,16786590.0,82.99,綪ゑㄒ禬筁50%,100货~200货,0.002187393843548566,7674242135
186,2393,18,B+,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1,1,2.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,2.2,3.4,3.5,2.968,3.0,3.0,0.0,0.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,0.0,4.0,B,16669950.0,85.12,綪ゑㄒ禬筁50%,100货~200货,0.00217219494860257,7674242135
265,3532,18,B+,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,2.0,1.0,1.0,3.0,2.4,4.8,3.5,3.396,4.0,3.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,4.0,B+,16351151.0,26.46,綪ゑㄒ禬筁20%~30%,100货~200货,0.0021306535176193004,7674242135
176,2355,18,B-,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,1,3,2.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,3.0,3.4,4.4,3.75,3.776,4.0,5.0,3.0,0.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,0.0,5.0,5.0,A,15554907.0,93.33,綪ゑㄒ禬筁50%,100货~200货,0.002026898125752192,7674242135
307,6116,18,A,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.0,-2147483648.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,3.0,0.0,2.0,4.0,1.0,3.0,1.6,3.6,3.5,2.784,0.0,3.0,0.0,0.0,5.0,0.0,5.0,5.0,3.0,5.0,5.0,5.0,0.0,4.0,B-,14854499.0,98.08,綪ゑㄒ禬筁50%,100货~200货,0.0019356307422530915,7674242135
269,3576,18,B+,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1,1,2.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,3.0,2.4,4.2,3.5,3.246,0.0,3.0,4.0,0.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,0.0,4.0,B+,14189764.0,50.36,綪ゑㄒ禬筁50%,100货~200货,0.0018490117656419242,7674242135
